time_step,slot,phase,actions,placement
0,0,initial_before_any_decision,-,"server 0: 5,7,9 | server 1: 5 | server 2: - | server 3: 7,8 | server 4: 0,7,8 | server 5: 1,2,3,7,8 | server 6: 3,7 | server 7: 1,2,4,9 | server 8: 0,2,3,5,6,8,9 | server 9: 4,5"
303,303,after_slot_decision,"ADD:0,1;ADD:2,4;ADD:2,8;ADD:4,2;ADD:6,2;ADD:6,4;ADD:7,4;ADD:7,8;REMOVE:0,2;REMOVE:0,8;REMOVE:1,7;REMOVE:1,9;REMOVE:2,1;REMOVE:2,9;REMOVE:4,6;REMOVE:5,4;REMOVE:5,8;REMOVE:7,5;REMOVE:7,6;REMOVE:7,7","server 0: - | server 1: 0 | server 2: 4,6 | server 3: - | server 4: 2,6,7 | server 5: - | server 6: - | server 7: 0,4 | server 8: 2,7 | server 9: -"
304,304,after_slot_decision,"ADD:0,2;ADD:0,5;ADD:0,6;ADD:1,7;ADD:1,9;ADD:3,0;ADD:3,2;ADD:4,0;ADD:5,4;ADD:5,8;ADD:6,9;ADD:7,7;ADD:7,9;REMOVE:0,1;REMOVE:0,7;REMOVE:2,4;REMOVE:2,8;REMOVE:4,7;REMOVE:6,4;REMOVE:7,4;REMOVE:7,8","server 0: 3,4 | server 1: - | server 2: 0,3,4,6 | server 3: - | server 4: 5 | server 5: 0 | server 6: 0 | server 7: 1,7 | server 8: 5 | server 9: 1,6,7"
305,305,after_slot_decision,"ADD:0,9;ADD:2,6;ADD:2,9;ADD:4,9;ADD:6,7;REMOVE:0,2;REMOVE:0,5;REMOVE:3,0","server 0: 4 | server 1: - | server 2: 3,4,6 | server 3: - | server 4: 5 | server 5: - | server 6: 0,2 | server 7: 1,6,7 | server 8: 5 | server 9: 0,1,2,4,6,7"
306,306,after_slot_decision,"ADD:0,0;ADD:0,5;ADD:2,2;ADD:2,7;ADD:4,1;ADD:4,3;ADD:7,4;ADD:7,8;REMOVE:0,6;REMOVE:0,9;REMOVE:1,7;REMOVE:1,9;REMOVE:2,6;REMOVE:2,9;REMOVE:3,2;REMOVE:4,0;REMOVE:4,2;REMOVE:4,9;REMOVE:5,4;REMOVE:5,8;REMOVE:6,7;REMOVE:7,7;REMOVE:7,9","server 0: 0 | server 1: 4 | server 2: 2,6 | server 3: 4 | server 4: 7 | server 5: 0 | server 6: - | server 7: 2 | server 8: 7 | server 9: 6"
307,307,after_slot_decision,"ADD:0,7;ADD:0,9;ADD:2,6;ADD:4,2;ADD:4,9;ADD:5,2;ADD:5,6;ADD:5,8;ADD:7,0;ADD:7,5;ADD:8,4;ADD:8,7;REMOVE:0,0;REMOVE:0,5;REMOVE:2,2;REMOVE:4,1;REMOVE:4,3;REMOVE:6,2;REMOVE:6,9;REMOVE:7,4;REMOVE:7,8","server 0: 7 | server 1: - | server 2: 4,5 | server 3: - | server 4: 8 | server 5: 7 | server 6: 2,5 | server 7: 0,2,8 | server 8: 5 | server 9: 0,4"
308,308,after_slot_decision,"ADD:0,2;ADD:1,6;ADD:1,8;ADD:2,3;ADD:4,5;ADD:4,8;ADD:5,7;ADD:6,1;ADD:6,9;ADD:7,2;ADD:7,4;REMOVE:0,9;REMOVE:2,6;REMOVE:4,2;REMOVE:4,9;REMOVE:5,2;REMOVE:5,6;REMOVE:7,0;REMOVE:7,5;REMOVE:8,4;REMOVE:8,7","server 0: - | server 1: 6 | server 2: 0,7 | server 3: 2 | server 4: 7 | server 5: 4 | server 6: 1 | server 7: 0,2,5 | server 8: 1,4,5 | server 9: 6"
309,309,after_slot_decision,"ADD:0,9;ADD:1,2;ADD:1,4;ADD:2,2;ADD:4,1;ADD:4,6;ADD:5,2;ADD:5,4;ADD:6,0;ADD:6,5;ADD:7,0;ADD:7,6;REMOVE:0,7;REMOVE:1,6;REMOVE:1,8;REMOVE:2,3;REMOVE:4,5;REMOVE:4,8;REMOVE:5,7;REMOVE:5,8;REMOVE:6,1;REMOVE:6,9;REMOVE:7,4","server 0: 6,7 | server 1: 4 | server 2: 0,1,2,5,7 | server 3: - | server 4: 1,5 | server 5: 6 | server 6: 4,7 | server 7: 2 | server 8: - | server 9: 0"
310,310,after_slot_decision,"ADD:0,6;ADD:1,9;ADD:2,5;ADD:2,9;ADD:4,9;ADD:5,7;REMOVE:1,4;REMOVE:2,2;REMOVE:4,1;REMOVE:5,4","server 0: 6,7 | server 1: - | server 2: 0,1,5,7 | server 3: - | server 4: - | server 5: 2,6 | server 6: 0,4,7 | server 7: 2,5 | server 8: - | server 9: 0,1,2,4"
311,311,after_slot_decision,"ADD:0,7;ADD:1,7;ADD:2,8;ADD:4,8;ADD:6,4;ADD:6,8;REMOVE:0,2;REMOVE:0,6;REMOVE:1,2;REMOVE:2,5","server 0: 6,7 | server 1: - | server 2: 5,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 4,7 | server 7: 0,1,2,5 | server 8: 2,4,6 | server 9: 0,1,2,4"
312,312,after_slot_decision,"ADD:3,6;ADD:3,9;ADD:6,7;ADD:6,9;ADD:7,9;REMOVE:0,7;REMOVE:0,9;REMOVE:1,7;REMOVE:1,9","server 0: 6,7 | server 1: - | server 2: 5,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 3,4,7 | server 7: 2,5,6 | server 8: 2,4,6 | server 9: 2,3,4,6,7"
313,313,after_slot_decision,"ADD:1,6;ADD:1,9;ADD:5,8;REMOVE:2,7;REMOVE:2,8;REMOVE:2,9;REMOVE:3,6","server 0: 6,7 | server 1: - | server 2: 5,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 1,4,7 | server 7: 5,6 | server 8: 4,5,6 | server 9: 1,3,4,6,7"
314,314,after_slot_decision,"ADD:1,2;ADD:2,0;ADD:2,6;ADD:2,7;ADD:3,1;ADD:4,7;REMOVE:1,6;REMOVE:4,6;REMOVE:4,8;REMOVE:5,2","server 0: 2,6,7 | server 1: 3 | server 2: 1,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 2,7 | server 7: 2,4,5,6 | server 8: 5,6 | server 9: 1,3,4,6,7"
315,315,after_slot_decision,"ADD:1,7;ADD:5,5;REMOVE:1,9;REMOVE:2,0;REMOVE:3,1","server 0: 6,7 | server 1: - | server 2: 1,7 | server 3: - | server 4: 6 | server 5: 5,6 | server 6: 2,7 | server 7: 1,2,4,5,6 | server 8: 5,6 | server 9: 3,4,6,7"
316,316,after_slot_decision,"ADD:1,6;ADD:1,9;ADD:2,5;ADD:4,8;REMOVE:1,2;REMOVE:2,6;REMOVE:3,9;REMOVE:4,9","server 0: 6,7 | server 1: - | server 2: 7 | server 3: - | server 4: 6 | server 5: 2,5,6 | server 6: 1,7 | server 7: 1,2,4,5,6 | server 8: 4,5,6 | server 9: 1,6,7"
317,317,after_slot_decision,"ADD:2,9;ADD:4,2;REMOVE:1,6;REMOVE:2,5;REMOVE:4,8","server 0: 6,7 | server 1: - | server 2: 4,7 | server 3: - | server 4: 6 | server 5: 5,6 | server 6: 7 | server 7: 1,2,4,5,6 | server 8: 5,6 | server 9: 1,2,6,7"
318,318,after_slot_decision,"ADD:1,8;ADD:2,3;ADD:4,8;ADD:5,9;REMOVE:1,7;REMOVE:2,7;REMOVE:4,7;REMOVE:5,5","server 0: 6,7 | server 1: - | server 2: 4,7 | server 3: 2 | server 4: 6 | server 5: 6 | server 6: 7 | server 7: 5,6 | server 8: 1,4,5,6 | server 9: 1,2,5,6,7"
319,319,after_slot_decision,"ADD:1,7;ADD:4,9;REMOVE:1,9;REMOVE:2,3;REMOVE:2,9;REMOVE:5,7","server 0: 6,7 | server 1: - | server 2: 4,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 7 | server 7: 1,6 | server 8: 1,4,5,6 | server 9: 4,5,6,7"
320,320,after_slot_decision,"ADD:1,2;ADD:1,3;ADD:2,7;ADD:2,9;REMOVE:1,8;REMOVE:4,9","server 0: 6,7 | server 1: - | server 2: 1,4,7 | server 3: 1 | server 4: 6 | server 5: 6 | server 6: 7 | server 7: 1,2,6 | server 8: 4,5,6 | server 9: 2,5,6,7"
321,321,after_slot_decision,"ADD:1,9;ADD:2,8;ADD:4,0;ADD:4,6;REMOVE:1,3;REMOVE:2,9;REMOVE:4,8;REMOVE:5,8","server 0: 4,6,7 | server 1: - | server 2: 1,4,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 4,7 | server 7: 1,2,6 | server 8: 2,6 | server 9: 1,5,6,7"
322,322,after_slot_decision,"ADD:1,8;ADD:2,9;REMOVE:2,7;REMOVE:4,0;REMOVE:4,2;REMOVE:4,6","server 0: 6,7 | server 1: - | server 2: 1,7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 7 | server 7: 1,6 | server 8: 1,2,6 | server 9: 1,2,5,6,7"
323,323,after_slot_decision,"ADD:1,5;ADD:2,2;ADD:4,4;ADD:4,8;REMOVE:1,2;REMOVE:1,8;REMOVE:1,9;REMOVE:5,9","server 0: 6,7 | server 1: - | server 2: 2,7 | server 3: - | server 4: 4,6 | server 5: 1,6 | server 6: 7 | server 7: 1,6 | server 8: 2,4,6 | server 9: 2,6,7"
324,324,after_slot_decision,"ADD:1,9;ADD:2,7;ADD:4,2;ADD:4,5;ADD:5,3;ADD:5,9;REMOVE:1,5;REMOVE:2,2;REMOVE:2,9;REMOVE:4,8","server 0: 6,7 | server 1: - | server 2: 4,7 | server 3: 5 | server 4: 4,6 | server 5: 4,6 | server 6: 7 | server 7: 1,2,6 | server 8: 2,6 | server 9: 1,5,6,7"
325,325,after_slot_decision,"ADD:1,8;ADD:4,9;REMOVE:1,7;REMOVE:4,2;REMOVE:4,5","server 0: 6,7 | server 1: - | server 2: 7 | server 3: 5 | server 4: 4,6 | server 5: 6 | server 6: 7 | server 7: 2,6 | server 8: 1,2,6 | server 9: 1,4,5,6,7"
326,326,after_slot_decision,"ADD:2,9;ADD:4,8;REMOVE:1,8;REMOVE:1,9;REMOVE:2,7;REMOVE:4,4","server 0: 6,7 | server 1: - | server 2: 7 | server 3: 5 | server 4: 6 | server 5: 6 | server 6: 7 | server 7: 6 | server 8: 2,4,6 | server 9: 2,4,5,6,7"
327,327,after_slot_decision,"ADD:1,6;ADD:1,9;ADD:2,7;REMOVE:2,9;REMOVE:4,8;REMOVE:4,9;REMOVE:5,3","server 0: 6,7 | server 1: - | server 2: 7 | server 3: - | server 4: 6 | server 5: 6 | server 6: 1,7 | server 7: 2,6 | server 8: 2,6 | server 9: 1,5,6,7"
328,328,after_slot_decision,"ADD:0,1;ADD:0,9;ADD:1,8;ADD:2,2;ADD:5,8;REMOVE:1,6;REMOVE:2,8;REMOVE:6,0;REMOVE:6,5","server 0: 7 | server 1: 0 | server 2: 2,7 | server 3: - | server 4: 6 | server 5: - | server 6: 7 | server 7: 2,6 | server 8: 1,5,6 | server 9: 0,1,5,6,7"
329,329,after_slot_decision,"ADD:1,0;ADD:1,2;ADD:2,9;ADD:4,2;ADD:4,9;ADD:5,2;REMOVE:0,1;REMOVE:0,9;REMOVE:2,7;REMOVE:6,4","server 0: 1,7 | server 1: - | server 2: 1,2,4,5,7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 6 | server 8: 1,5,6 | server 9: 1,2,4,5,6,7"
330,330,after_slot_decision,"ADD:4,8;ADD:6,5;REMOVE:1,0;REMOVE:1,2;REMOVE:1,8;REMOVE:1,9","server 0: 7 | server 1: - | server 2: 2,4,5,7 | server 3: - | server 4: - | server 5: 6 | server 6: 7 | server 7: 6 | server 8: 4,5,6 | server 9: 2,4,5,6,7"
331,331,after_slot_decision,"ADD:1,6;ADD:1,9;ADD:2,7;ADD:5,7;REMOVE:4,2;REMOVE:4,8;REMOVE:4,9;REMOVE:5,2","server 0: 7 | server 1: - | server 2: 2,7 | server 3: - | server 4: - | server 5: 6 | server 6: 1,7 | server 7: 2,5,6 | server 8: 5,6 | server 9: 1,2,5,6,7"
332,332,after_slot_decision,"ADD:1,8;ADD:2,5;ADD:4,5;ADD:4,8;REMOVE:1,9;REMOVE:2,2;REMOVE:2,9","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: - | server 5: 2,4,6 | server 6: 1,7 | server 7: 2,5,6 | server 8: 1,4,5,6 | server 9: 5,6,7"
333,333,after_slot_decision,"ADD:4,7;REMOVE:1,6;REMOVE:1,8","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: - | server 5: 2,4,6 | server 6: 7 | server 7: 2,4,5,6 | server 8: 4,5,6 | server 9: 5,6,7"
334,334,after_slot_decision,"ADD:1,7;ADD:1,9;ADD:2,8;ADD:4,2;REMOVE:2,7;REMOVE:4,5;REMOVE:4,8;REMOVE:5,7","server 0: 7 | server 1: - | server 2: 4,7 | server 3: - | server 4: - | server 5: 2,6 | server 6: 7 | server 7: 1,4,6 | server 8: 2,5,6 | server 9: 1,5,6,7"
335,335,after_slot_decision,"ADD:1,5;ADD:4,3;ADD:5,7;REMOVE:1,9;REMOVE:2,5;REMOVE:2,8;REMOVE:4,7","server 0: 7 | server 1: - | server 2: 4,7 | server 3: 4 | server 4: - | server 5: 1,6 | server 6: 7 | server 7: 1,5,6 | server 8: 5,6 | server 9: 5,6,7"
336,336,after_slot_decision,"ADD:0,7;ADD:0,8;ADD:1,9;ADD:2,0;ADD:2,1;ADD:2,7;ADD:4,9;REMOVE:1,5;REMOVE:4,2;REMOVE:5,8","server 0: 2,7 | server 1: 2 | server 2: 7 | server 3: 4 | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,1,2,5,6 | server 8: 0,6 | server 9: 1,4,5,6,7"
337,337,after_slot_decision,"ADD:2,9;REMOVE:2,0;REMOVE:2,7","server 0: 7 | server 1: 2 | server 2: 7 | server 3: 4 | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,1,5,6 | server 8: 0,6 | server 9: 1,2,4,5,6,7"
338,338,after_slot_decision,"ADD:1,8;REMOVE:0,7;REMOVE:0,8;REMOVE:1,7;REMOVE:2,1","server 0: 7 | server 1: - | server 2: 7 | server 3: 4 | server 4: - | server 5: 6 | server 6: 7 | server 7: 5,6 | server 8: 1,6 | server 9: 1,2,4,5,6,7"
339,339,after_slot_decision,"ADD:1,1;ADD:2,4;ADD:2,7;ADD:3,6;ADD:3,9;ADD:4,8;ADD:5,8;REMOVE:1,8;REMOVE:4,3;REMOVE:5,9;REMOVE:6,5","server 0: 7 | server 1: 1 | server 2: 7 | server 3: - | server 4: 2 | server 5: - | server 6: 3,7 | server 7: 2,5,6 | server 8: 4,5,6 | server 9: 1,2,3,4,6,7"
340,340,after_slot_decision,"ADD:1,3;ADD:1,5;ADD:5,9;REMOVE:1,9;REMOVE:2,4;REMOVE:2,7;REMOVE:2,9","server 0: 7 | server 1: 1 | server 2: 7 | server 3: 1 | server 4: - | server 5: 1 | server 6: 3,7 | server 7: 5,6 | server 8: 4,5,6 | server 9: 3,4,5,6,7"
341,341,after_slot_decision,"ADD:3,8;ADD:4,7;REMOVE:1,1;REMOVE:1,3;REMOVE:1,5;REMOVE:3,6","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 4,5,6 | server 8: 3,4,5,6 | server 9: 3,4,5,6,7"
342,342,after_slot_decision,"ADD:0,7;ADD:0,9;ADD:4,3;ADD:5,5;ADD:6,5;REMOVE:3,8;REMOVE:3,9;REMOVE:4,7;REMOVE:4,9","server 0: 7 | server 1: - | server 2: 7 | server 3: 4 | server 4: - | server 5: 5,6 | server 6: 7 | server 7: 0,5,6 | server 8: 4,5,6 | server 9: 0,5,6,7"
343,343,after_slot_decision,"ADD:0,0;ADD:0,6;ADD:1,1;ADD:1,7;ADD:4,7;REMOVE:0,9;REMOVE:4,3;REMOVE:5,5;REMOVE:5,7","server 0: 0,7 | server 1: 1 | server 2: 7 | server 3: - | server 4: - | server 5: 6 | server 6: 0,7 | server 7: 0,1,4,6 | server 8: 4,5,6 | server 9: 5,6,7"
344,344,after_slot_decision,"ADD:0,3;ADD:1,9;ADD:2,7;ADD:2,8;ADD:4,9;REMOVE:0,6;REMOVE:4,7;REMOVE:5,8;REMOVE:5,9","server 0: 0,7 | server 1: 1 | server 2: 7 | server 3: 0 | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,1,2,6 | server 8: 2,4,6 | server 9: 1,4,6,7"
345,345,after_slot_decision,"ADD:0,8;ADD:1,8;ADD:2,2;ADD:3,1;ADD:3,9;ADD:4,7;REMOVE:1,1;REMOVE:1,7;REMOVE:2,8;REMOVE:4,9","server 0: 0,7 | server 1: 3 | server 2: 2,7 | server 3: 0 | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,2,4,6 | server 8: 0,1,4,6 | server 9: 1,3,6,7"
346,346,after_slot_decision,"ADD:0,2;ADD:1,7;ADD:5,1;ADD:5,9;REMOVE:0,3;REMOVE:0,8;REMOVE:1,9;REMOVE:3,1","server 0: 0,7 | server 1: 5 | server 2: 0,2,7 | server 3: - | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,1,2,4,6 | server 8: 1,4,6 | server 9: 3,5,6,7"
347,347,after_slot_decision,"ADD:0,8;ADD:4,5;REMOVE:0,0;REMOVE:0,2;REMOVE:1,7;REMOVE:1,8","server 0: 7 | server 1: 5 | server 2: 2,7 | server 3: - | server 4: - | server 5: 4,6 | server 6: 7 | server 7: 0,2,4,6 | server 8: 0,4,6 | server 9: 3,5,6,7"
348,348,after_slot_decision,"ADD:0,9;ADD:1,7;ADD:1,9;REMOVE:0,8;REMOVE:3,9;REMOVE:4,5","server 0: 7 | server 1: 5 | server 2: 2,7 | server 3: - | server 4: - | server 5: 6 | server 6: 7 | server 7: 0,1,2,4,6 | server 8: 4,6 | server 9: 0,1,5,6,7"
349,349,after_slot_decision,"ADD:0,8;ADD:1,5;ADD:1,8;ADD:2,8;ADD:4,5;ADD:5,8;REMOVE:0,9;REMOVE:1,7;REMOVE:2,2;REMOVE:6,5","server 0: 7 | server 1: 5 | server 2: 7 | server 3: - | server 4: - | server 5: 1,4 | server 6: 7 | server 7: 0,2,4,6 | server 8: 0,1,2,4,5,6 | server 9: 1,5,6,7"
350,350,after_slot_decision,"ADD:1,7;ADD:3,2;ADD:3,8;ADD:5,0;ADD:5,7;REMOVE:1,5;REMOVE:1,9;REMOVE:2,7;REMOVE:2,8","server 0: 5,7 | server 1: 5 | server 2: 3,7 | server 3: - | server 4: - | server 5: 4 | server 6: 7 | server 7: 0,1,4,5,6 | server 8: 0,1,3,4,5,6 | server 9: 5,6,7"
351,351,after_slot_decision,"ADD:3,9;REMOVE:0,7;REMOVE:0,8;REMOVE:1,7;REMOVE:1,8","server 0: 5,7 | server 1: 5 | server 2: 3,7 | server 3: - | server 4: - | server 5: 4 | server 6: 7 | server 7: 4,5,6 | server 8: 3,4,5,6 | server 9: 3,5,6,7"
352,352,after_slot_decision,"REMOVE:3,2;REMOVE:3,8;REMOVE:3,9;REMOVE:4,5","server 0: 5,7 | server 1: 5 | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 4,5,6 | server 8: 4,5,6 | server 9: 5,6,7"
353,353,after_slot_decision,"REMOVE:4,7;REMOVE:4,8;REMOVE:5,0;REMOVE:5,1","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 5,6 | server 8: 5,6 | server 9: 5,6,7"
354,354,after_slot_decision,"ADD:0,4;ADD:0,6;ADD:1,1;ADD:1,4;ADD:1,8;ADD:2,2;ADD:2,9;ADD:4,3;ADD:4,9;ADD:5,0;ADD:5,1;REMOVE:5,8;REMOVE:5,9;REMOVE:6,7;REMOVE:6,8","server 0: 5,7 | server 1: 1,5 | server 2: 2,7 | server 3: 4 | server 4: 0,1 | server 5: - | server 6: 0,7 | server 7: 5 | server 8: 1 | server 9: 2,4,6,7"
355,355,after_slot_decision,"REMOVE:0,4;REMOVE:0,6;REMOVE:1,1;REMOVE:1,4","server 0: 5,7 | server 1: 5 | server 2: 2,7 | server 3: 4 | server 4: - | server 5: - | server 6: 7 | server 7: 5 | server 8: 1 | server 9: 2,4,6,7"
356,356,after_slot_decision,"ADD:1,6;ADD:1,9;ADD:3,0;ADD:3,7;ADD:4,7;REMOVE:2,2;REMOVE:2,9;REMOVE:4,3;REMOVE:5,0","server 0: 3,7 | server 1: 5 | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 1,7 | server 7: 3,4,5 | server 8: 1 | server 9: 1,4,6,7"
357,357,after_slot_decision,"ADD:1,7;ADD:4,8;REMOVE:1,6;REMOVE:1,9;REMOVE:3,0;REMOVE:3,7","server 0: 7 | server 1: 5 | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 1,4,5 | server 8: 1,4 | server 9: 4,6,7"
358,358,after_slot_decision,"ADD:1,0;ADD:5,8;ADD:6,1;ADD:8,4;ADD:8,7;REMOVE:1,7;REMOVE:4,9;REMOVE:5,1","server 0: 1,7 | server 1: 6 | server 2: 7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 4,5,8 | server 8: 1,4,5 | server 9: 6,7"
359,359,after_slot_decision,"ADD:1,3;ADD:1,7;ADD:2,2;ADD:2,9;REMOVE:1,0;REMOVE:4,7;REMOVE:4,8;REMOVE:5,7","server 0: 7 | server 1: 6 | server 2: 2,7 | server 3: 1 | server 4: 8 | server 5: - | server 6: 7 | server 7: 1,8 | server 8: 1,5 | server 9: 2,6,7"
360,360,after_slot_decision,"ADD:1,5;ADD:4,7;ADD:4,9;ADD:5,3;ADD:5,9;REMOVE:1,3;REMOVE:1,7;REMOVE:2,2;REMOVE:2,9","server 0: 7 | server 1: 6 | server 2: 7 | server 3: 5 | server 4: 8 | server 5: 1 | server 6: 7 | server 7: 4,8 | server 8: 1,5 | server 9: 4,5,6,7"
361,361,after_slot_decision,"ADD:1,9;ADD:4,8;REMOVE:1,5;REMOVE:4,7;REMOVE:5,3;REMOVE:5,8","server 0: 7 | server 1: 6 | server 2: 7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 8 | server 8: 1,4 | server 9: 1,4,5,6,7"
362,362,after_slot_decision,"ADD:1,7;ADD:4,7;ADD:5,7;ADD:5,8;REMOVE:1,8;REMOVE:5,9;REMOVE:6,1;REMOVE:6,9","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 1,4,5,8 | server 8: 4,5 | server 9: 1,4,7"
363,363,after_slot_decision,"ADD:0,2;ADD:0,9;ADD:1,8;ADD:5,9;REMOVE:1,7;REMOVE:4,9;REMOVE:5,8","server 0: 7 | server 1: - | server 2: 0,7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 4,5,8 | server 8: 1,4 | server 9: 0,1,5,7"
364,364,after_slot_decision,"ADD:0,7;REMOVE:0,2;REMOVE:4,7;REMOVE:4,8","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 0,5,8 | server 8: 1 | server 9: 0,1,5,7"
365,365,after_slot_decision,"ADD:1,7;ADD:4,2;ADD:4,9;REMOVE:0,7;REMOVE:0,9;REMOVE:1,9;REMOVE:5,7","server 0: 7 | server 1: - | server 2: 4,7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 1,8 | server 8: 1 | server 9: 4,5,7"
366,366,after_slot_decision,"ADD:1,9;REMOVE:1,8;REMOVE:4,2;REMOVE:4,9;REMOVE:5,9","server 0: 7 | server 1: - | server 2: 7 | server 3: - | server 4: 8 | server 5: - | server 6: 7 | server 7: 1,8 | server 8: - | server 9: 1,7"
367,367,after_slot_decision,"ADD:1,8;ADD:5,4;ADD:5,8;ADD:6,0;ADD:6,7;ADD:7,8;REMOVE:1,7;REMOVE:7,0;REMOVE:7,9;REMOVE:8,4","server 0: 6 | server 1: - | server 2: 7 | server 3: - | server 4: 5 | server 5: - | server 6: 7 | server 7: 6,8 | server 8: 1,5,7 | server 9: 1"
368,368,after_slot_decision,"ADD:1,7;ADD:4,2;ADD:4,9;ADD:7,7;REMOVE:1,8;REMOVE:5,4;REMOVE:5,8;REMOVE:6,0","server 0: - | server 1: - | server 2: 4,7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 1,6,7,8 | server 8: 7 | server 9: 1,4"
369,369,after_slot_decision,"REMOVE:4,2;REMOVE:4,9;REMOVE:6,7","server 0: - | server 1: - | server 2: 7 | server 3: - | server 4: - | server 5: - | server 6: 7 | server 7: 1,7,8 | server 8: 7 | server 9: 1"
370,370,after_slot_decision,"ADD:1,5;ADD:1,8;REMOVE:1,9;REMOVE:7,2;REMOVE:7,6;REMOVE:7,7","server 0: - | server 1: - | server 2: - | server 3: - | server 4: - | server 5: 1 | server 6: - | server 7: 1,8 | server 8: 1,7 | server 9: -"
371,371,after_slot_decision,"ADD:2,2;ADD:2,9;ADD:3,6;ADD:3,9;ADD:4,7;ADD:4,9;ADD:8,9;REMOVE:1,5;REMOVE:1,7;REMOVE:1,8;REMOVE:7,8","server 0: - | server 1: - | server 2: 2 | server 3: - | server 4: - | server 5: - | server 6: 3 | server 7: 4,8 | server 8: - | server 9: 2,3,4,8"
372,372,after_slot_decision,"ADD:2,8;ADD:4,8;ADD:7,3;ADD:7,7;ADD:7,8;REMOVE:2,2;REMOVE:3,6;REMOVE:3,9;REMOVE:4,7","server 0: - | server 1: - | server 2: - | server 3: 7 | server 4: - | server 5: - | server 6: - | server 7: 7,8 | server 8: 2,4,7 | server 9: 2,4,8"
373,373,after_slot_decision,"ADD:2,7;ADD:3,2;ADD:3,4;ADD:4,0;ADD:4,7;ADD:5,1;ADD:5,3;REMOVE:2,9;REMOVE:4,9;REMOVE:7,3","server 0: 4 | server 1: 5 | server 2: 3 | server 3: 5 | server 4: 3 | server 5: - | server 6: - | server 7: 2,4,7,8 | server 8: 2,4,7 | server 9: 8"
374,374,after_slot_decision,"ADD:1,2;ADD:1,9;ADD:2,5;ADD:6,1;ADD:6,9;ADD:7,9;REMOVE:3,2;REMOVE:3,4;REMOVE:4,0;REMOVE:4,7","server 0: - | server 1: 5,6 | server 2: 1 | server 3: 5 | server 4: - | server 5: 2 | server 6: - | server 7: 2,7,8 | server 8: 2,4,7 | server 9: 1,6,7,8"
375,375,after_slot_decision,"ADD:3,3;ADD:3,9;ADD:4,9;REMOVE:1,2;REMOVE:1,9;REMOVE:2,5;REMOVE:2,7","server 0: - | server 1: 5,6 | server 2: - | server 3: 3,5 | server 4: - | server 5: - | server 6: - | server 7: 7,8 | server 8: 2,4,7 | server 9: 3,4,6,7,8"
376,376,after_slot_decision,"ADD:1,0;ADD:1,2;ADD:1,8;ADD:1,9;ADD:4,7;ADD:7,5;REMOVE:2,8;REMOVE:3,3;REMOVE:3,9;REMOVE:4,9","server 0: 1 | server 1: 5,6 | server 2: 1 | server 3: 5 | server 4: - | server 5: 7 | server 6: - | server 7: 4,7,8 | server 8: 1,4,7 | server 9: 1,6,7,8"
377,377,after_slot_decision,"ADD:4,2;REMOVE:1,0;REMOVE:1,2;REMOVE:4,8","server 0: - | server 1: 5,6 | server 2: 4 | server 3: 5 | server 4: - | server 5: 7 | server 6: - | server 7: 4,7,8 | server 8: 1,7 | server 9: 1,6,7,8"
378,378,after_slot_decision,"ADD:0,7;ADD:0,9;ADD:1,7;ADD:4,9;ADD:5,9;ADD:6,8;REMOVE:1,9;REMOVE:4,2;REMOVE:5,3;REMOVE:6,1","server 0: - | server 1: 5 | server 2: - | server 3: - | server 4: - | server 5: 7 | server 6: - | server 7: 0,1,4,7,8 | server 8: 1,6,7 | server 9: 0,4,5,6,7,8"
